,Template,Frequency,Class
13687,[C:2]-[C:3]-[O:4]-[c:1]>>Cl-[c:1].C-C-O-[C:2].[C:3]-[O:4]_0011_0000_0000,3,13688
13688,[N:3].[N:1]-[c:2]>>[N:1].Br-[c:2].F-C(-F)(-F)-C(=O)-[N:3]_10-1_000_000,3,13689
13689,[O:2].[c:1]-[C:3]>>[c:1].C-[O:2].C-N(-C)-[C:3]_1-10_000_000,3,13690
13690,[c:1]-[c:2]>>[Br]-[Mg]-[c:1].C-N(-C)-[c:2]_00_00_00,3,13691
13691,[C:1]-[C:2]>>Cl-[C:1].[Br]-[Mg]-[C:2]_00_00_10,3,13692
13692,[n:3].[O:1]-[C:2]>>[O:1].O-[C:2].C-C(-C)-[Si](-[n:3])(-C(-C)-C)-C(-C)-C_10-1_000_000,3,13693
13693,[N:3].[c:1]-[C:2]>>Br-[c:1].N#[C]-[Zn]-[C:2].C-C(-C)(-C)-O-C(=O)-[N:3]-C(=O)-O-C(-C)(-C)-C_00-2_000_000,3,13694
13694,[C:1]-[Cl:2].[O:3]=[c:4]:[n:5]>>O-[C:1].Cl-S(=O)-[Cl:2].C-[O:3]-[c:4]:[n:5]_0000-1_00000_00000,3,13695
13695,[O:2].[c:3]:[c:5]:[c:4]:[n:1]>>[N:1].C-[O:2].O=[C:3].O=[C:4]-[C:5]_2-1002_00000_00000,3,13696
13696,[O:2].[n:1]:[c:3]>>[N:1].C-C-[O:2].C-C-O-[C:3]_1-10_000_000,3,13697
13697,[C:1]1-[C:2]-[O:3]-1>>[C:1]=[C:2].C-C-C(=O)-O-[O:3]_001_000_000,3,13698
13698,[N:1]-[C:2]>>[N:1].C-C(=C-C(=O)-N-C(-C)(-C)-C)-O-[C:2]_10_00_00,3,13699
13699,[O:3].[N:1]-[C:4]-[N:2]>>[N:1].[N:2].C-C-[O:3].Cl-C(-Cl)(-Cl)-O-[C:4]-O-C(-Cl)(-Cl)-Cl_11-10_0000_0000,3,13700
13700,[O:3].[O:1]-[C:2]>>[O:1].C-C-O-[C:2].O=C(-[O:3])-c1:c:c:c:c:c:1_10-1_000_000,3,13701
13701,[N:1]-[C:2]>>[N:1].[C:2]-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_10_00_00,3,13702
13702,[N:3].[c:1]-[Br:2]>>[c:1].[Br:2]-[N:3]_10-1_000_000,3,13703
13703,[c:1]-[C:2]>>F-[c:1].C-C(-C)(-C)-O-C(=O)-[C:2]_00_00_00,3,13704
13704,[c:2]:[c:4]:[c:3]:[o:1]>>[O:1].I-[c:2].C-[Si](-C)(-C)-[C:3]#[C:4]_10-10_0000_0000,3,13705
13705,[C:1]-[C:2]>>I-[C:1].C-C-O-C(=O)-[C:2]_00_00_00,3,13706
13706,[c:1]-[C:2]>>[c:1].F-C(-F)(-F)-S(=O)(=O)-[O]-[Cu]-[O]-S(=O)(=O)-[C:2]_10_00_00,3,13707
13707,[O:2].[c:3]:[c:4]:[n:1]>>[N:1].C-[O:2].[C:3]#[C:4]_1-1-10_0000_0000,3,13708
13708,[O:3].[O:4].[O:5].[O:6].[O:1]-[C:2]>>[O:1].Br-[C:2].C-C(=O)-[O:3].C-C(=O)-[O:4].C-C(=O)-[O:5].C-C(=O)-[O:6]_10-1-1-1-1_000000_000000,3,13709
13709,[n:1]:[c:5]:[c:4]:[c:3]:[n:2]>>[N:1].[N:2].C-O-[C:3]-[C:4]-[C:5](-O-C)-O-C_11010_00000_00000,3,13710
13710,[n:2]:[c:1]-[c:3]>>O=[c:1]:[n:2].C-C1(-C)-O-B(-[c:3])-O-C-1(-C)-C_010_000_000,3,13711
13711,[n:2]:[c:3]:[o:1]>>[O:1].O=[N:2]-[O-].C-O-[C:3](-O-C)-O-C_100_010_000,3,13712
13712,[N:4].[N:1]-[C:2]-[N:3]>>[N:1].[C:2]=[N:3].O=C(-[N:4])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_10-1-1_0000_0000,3,13713
13713,[C:2]-[N:5]-[C:4](-[N:1])=[S:3]>>[N:1].Cl-[C:2].[S:3]-[C:4]#[N:5]_2000-1_10-100_00000,3,13714
13714,[C:2]-[C:3]=[O:1]>>[O:1].[C:2]=[C:3]-N1-C-C-C-C-C-1_2-10_000_000,3,13715
13715,[O:3].[c:1]-[c:2]>>Br-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C.C-O-c1:c:c:c(-C-[O:3]):c:c:1_00-1_000_000,3,13716
13716,[C:2]-[N:1]-[C:3]>>[N:1].O-[C:2].C-C(-C)(-C)-O-C(=O)-O-[C:3]_200_000_000,3,13717
13717,[c:1]1:[c:2]:[c:3]:[c:4]:[c:5]:[c:6]:1>>[C:1]1-[C:2]=[C:3]-[C:4]=[C:5]-[C:6]-1_100001_000000_000000,3,13718
13718,[n:3].[N:1]-[C:2]>>[N:1].Cl-[C:2].C-C-O-C(=O)-[n:3]_10-1_000_000,3,13719
13719,[C:1]-[N:2]>>C-C(=O)-O-[C:1].O=C(-[N:2])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_00_00_00,3,13720
13720,[O:1]=[C:2]>>[O:1].O1-[C:2]-O-[C@H](-c2:c:c:c:c:c:2)-[C@@H]-1-c1:c:c:c:c:c:1_20_00_00,3,13721
13721,[O:1].[c:4]1:[c:5]:[c:6]:[n:2]:[n:3]:1>>C-C-[O:1].[N:2]-[N:3].C-C-O-[C:4]=[C:5]-[C:6]=O_-121000_000000_000000,3,13722
13722,[N:3].[n:1]-[C:2]>>[n:1].O-[C:2].C-C(-C)(-C)-O-C(=O)-[N:3]_10-1_000_020,3,13723
13723,[o:1]:[c:2]>>[O:1].C-C-O-[C:2]_10_00_00,3,13724
13724,[N:1]-[c:5]1:[n:4]:[c:3]:[c:2]:[s:6]:1>>[N:1].Br-[C:2]-[C:3]=O.O=C(-[N:4]=[C:5]=[S:6])-c1:c:c:c:c:c:1_110000_000000_000000,3,13725
13725,[n:1]-[S:2]>>[n:1].C-S(=O)(=O)-O-[S:2]_10_00_00,3,13726
13726,[n:1]-[C:2]>>[n:1].C-C(-C)(-C)-[Si](-C)(-C)-O-[C:2]_10_00_00,3,13727
13727,[O:4].[c:3]1:[c:5]:[c:6]:[n:1]:[n:2]:1>>[N:1]-[N:2].C-C-O-[C:3](-[O:4])-[C:5]-[C:6](-O-C-C)-O-C-C_120-110_000000_000000,3,13728
13728,[C:4]-[O:3]-[c:2]:[n:1]>>[n:1]:[c:2]=[O:3].C-C-O-C(-C)(-O-[C:4])-O-C-C_1000_0000_0000,3,13729
13729,[C:1]=[N:2]-[N:3]>>[C:1].[N:2]#[N:3]_20-1_001_000,3,13730
13730,[O:2].[O:4].[n:1]-[C:3]>>[n:1].C-C-[O:2].[C:3]-[O:4]_1-10-1_0000_0000,3,13731
13731,[O:1]-[C:2]>>[O:1].O=C(-O-[C:2])-O-N1-C(=O)-C-C-C-1=O_10_00_00,3,13732
13732,[c:3]1:[c:4]:[n:2]:[c:1]:[c:5]:[c:6]:1>>[C:1]#[N:2].[C:3]#[C:4].[C:5]#[C:6]_000000_000000_000000,3,13733
13733,[O:2].[N:1]-[c:3]>>[N:1].C-[O:2].C-O-[c:3]_1-10_000_000,3,13734
13734,[O:2].[n:1]-[O:3]>>[n:1].C-[O:2].O-[O:3]_0-11_-101_000,3,13735
13735,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Zn]_00_00_00,3,13736
13736,[n:3].[n:1]-[C:2]>>[n:1].O-[C:2].C-O-c1:c:c:c(-C-[n:3]):c(-O-C):c:1_10-1_000_000,3,13737
13737,[K:4]-[O:3]-[S:2]-[c:1]>>[c:1].O-[S:2]-[O:3].C-C-C-C-C(-C-C)-C(=O)-[O]-[K:4]_1010_0000_0000,3,13738
13738,[O:1].[N:3]=[C:2]-[N:4]>>C-[O:1].[C:2]#[N:3].C-C(-C)(-C)-O-C(=O)-[N:4]_-10-10_0000_0000,3,13739
13739,[c:1]-[O:2]>>Cl-[c:1].[Li]-[O:2]_00_00_00,3,13740
13740,[O:2].[O:3].[O:4].[O:5].[O:6].[O:7].[O:1]-[C:8]>>[O:1].C-C(=O)-[O:2].C-C(=O)-[O:3].C-C(=O)-[O:4].C-C(=O)-[O:5].C-C(=O)-[O:6].C-C(=O)-[O:7].C-C(=O)-O-[C:8]_1-1-1-1-1-1-10_00000000_00000000,3,13741
13741,[O:3].[O:1]-[C:2]>>[O:1].O-[C:2].C-C(-C)(-C)-[O:3]_10-1_000_020,3,13742
13742,[C:2]-[N:1]-[C:4]-[C:5](-[N:6])=[O:3]>>[N:1].[C:2]-[O:3].O=[C:4].[C:5]#[N:6]_20100-1_0000-11_000000,3,13743
13743,[n:1]-[C:2]>>[n:1].C-C-[O+](-[C:2])-C-C_00_-10_00,3,13744
13744,[O:3].[C:1]-[N:2]>>C-O-[C:1].C-C(-C)(-C)-O-C(=O)-[N:2].C-C(-C)(-C)-[Si](-[O:3])(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_00-1_000_000,3,13745
13745,[C:1]-[C:2]>>[C:1].O-[C:2]_10_00_02,3,13746
13746,[N:2].[O:1]-[C:3]>>[O:1].C-C(-C)(-C)-O-C(=O)-[N:2].O=[N+](-[O-])-c1:c:c:c(-O-[C:3]):c:c:1_1-10_000_000,3,13747
13747,[N:4].[n:3].[c:1]-[Cl:2]>>N-[c:1].[Cl:2]-[Cu].[n:3]-C1-C-C-C-C-O-1.C-C(-C)(-C)-O-C(=O)-[N:4]_00-1-1_0000_0000,3,13748
13748,[n:2].[c:1]-[C:3]-[F:4]>>Br-[c:1].C-C(-C)(-C)-O-C(=O)-[n:2].C-O-C(=O)-[C:3]-S(=O)(=O)-[F:4]_0-100_0000_0000,3,13749
13749,[O:3].[N:1]-[C:2]>>[N:1].C-O-[C:2].C-O-C-[O:3]_10-1_000_000,3,13750
13750,[O:6]-[c:5](:[c:1]):[c:4]:[c:3]:[n:2]>>[c:1].[N:2].C-C1(-C)-O-[C:3]-[C:4]-[C:5](=[O:6])-O-1_11010-1_000000_000000,3,13751
13751,[O:2].[c:1]-[C:5]=[C:4]>>[c:1].[O:2]-[C:3]-[C:4]=[C:5]_1-1000_00000_00000,3,13752
13752,[C:1]-[C:2]=[O:3]>>[C:1]=[C:2]-[O:3]-c1:c:c:c:c:c:1_-100_000_000,3,13753
13753,[c:3]1:[c:4]:[c:5]:[o:2]:[n:1]:1>>[N:1]-[O:2].C-C-O-[C:3]=[C:4]-[C:5]-O-C-C_11000_00000_00000,3,13754
13754,[O:4].[c:1]-[C:2]-[O:3]>>[Br]-[Mg]-[c:1].[C:2]=[O:3].C-C(-C)(-C)-[Si](-C)(-C)-[O:4]_00-1-1_0000_0000,3,13755
13755,[O:1]-[C:2]>>[Li]-[O:1].[C:2]-N-C-c1:c:c:c:c:c:1_00_00_00,3,13756
13756,[O:3].[c:1]-[c:2]>>I-[c:1].O-B(-O)-[c:2].C-C(=O)-[O:3]_00-1_000_000,3,13757
13757,[C:1]1-[C:2]-[C:3]-1>>O1-[C:1]-[C:2]-1.C-C-O-P(=O)(-[C:3])-O-C-C_001_000_200,3,13758
13758,[O:5]-[c:6](:[c:2]-[C:3]-[O:1]):[c:7]:[n:4]>>[K]-[O:1].O=[C:2]-[C:3]-[N:4].C-C(=O)-[O:5]-[C:6]-[C:7]=O_0001-120_0000000_0000000,3,13759
13759,[n:4].[n:3].[N:1]-[C:2]>>[N:1].O-[C:2].[n:3]-C1-C-C-C-C-O-1.[n:4]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_10-1-1_0000_0000,3,13760
13760,[O:3].[O:1]-[C:2]>>[O:1].[C:2]-[O-].C-C(=O)-[O:3]_10-1_000_000,3,13761
13761,[C:2]-[N:3]-[C:4](=[O:5])-[N:1]>>[N:1].C-O-[C:2].[N:3]#[C:4]-[O:5]-[Na]_10-100_00000_00000,3,13762
13762,[N:1]-[C:3]-[N:2]>>[N:1].[N:2].[O-]-[C:3]-[O-]_110_000_000,3,13763
13763,[O:2].[c:1]-[C:3]>>Br-[c:1].C-C-[O:2].[Br]-[Zn]-[C:3]_0-10_000_000,3,13764
13764,[N:4].[O:3].[C:1]-[c:2]>>[C:1].I-[c:2].C-[O:3].C-C(-C)(-C)-O-C(=O)-[N:4]_10-1-1_0000_0000,3,13765
13765,[C:1]-[C:2]>>[C:1].O-[C:2]_10_00_20,3,13766
13766,[Cl:1]-[C:2]>>Cl-C(-Cl)-[Cl:1].C-C-S-[C:2]_00_00_02,3,13767
13767,[O:3]-[c:4]1:[c:5]:[c:6]:[n:1]:[n:2]:1>>[N:1]-[N:2].C-C-[O:3]-[C:4](=O)/[C:5]=[C:6]\[O]-[Na]_21-1000_000000_000000,3,13768
13768,[O:4].[C:2]-[N:1]-[C:3]>>[N:1].O-[C:2].O-[C:3].C-C(-C)(-C)-[O:4]_200-1_0000_0000,3,13769
13769,[N:2].[O:1]-[C:3]>>[O:1].C-C(-C)(-C)-O-C(=O)-[N:2]-[C:3]_1-20_000_000,3,13770
13770,[c:1]:[n:2]>>[c:1]:n:[n:2]_0-1_00_00,3,13771
13771,[c:1]1:[n:2]:[c:5]:[c:4]:[n:3]:1>>S=[C:1]-[N:2].[N:3]-[C:4]-[C:5]1-O-C-C-O-1_01210_00000_00000,3,13772
13772,[n:2].[n:1]-[C:3]>>[n:1].[n:2].I-[C:3]_010_000_002,3,13773
13773,[n:5]:[c:4]1:[n:6]:[c:2]:[c:1]:[s:3]:1>>Cl-[C:1]-[C:2]=O.[S:3]=[c:4](:[n:5]):[n:6]_100011_000000_000000,3,13774
13774,[O:1]=[C:2]1-[C:3]=[C:4]-[C:5](=[O:6])-[C:7]=[C:8]-1>>C-O-C-[O:1]-[c:2]1:[c:3]:[c:4]:[c:5](-[O:6]-C-O-C):[c:7]:[c:8]:1_00000000_00000000_00000000,3,13775
13775,[O:3].[N:1]-[C:2]>>[N:1].O-[C:2].C-C(-C)(-C)-[O:3]_20-1_100_000,3,13776
13776,[c:2]:[c:3]:[c:4]:[c:5]:[o:1]>>[O:1].[c:2].C-C-O-[C:3]-[C:4]-[C:5]=O_11010_00000_00000,3,13777
13777,[N:1]-[C:2]>>[N:1].F-[C@@H]1-C-N(-[C:2])-[C@H](-C(=O)-N-C-C2-C-C-N(-C-C(-F)(-F)-F)-C-2)-C-1_10_00_00,3,13778
13778,[O:2].[c:1]-[C:3]>>Br-[c:1].C-C(-C)-[O:2].O-B(-O)-[C:3]_0-10_000_000,3,13779
13779,[c:5]1:[c:4]:[c:3]:[n:1]:[n:2]:1>>[N:1]-[N:2].O=[C:3]/[C:4]=[C:5]\[O]-[Li]_21000_00000_00000,3,13780
13780,[c:1]-[c:2]>>I-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-[CH2+]_00_00_00,3,13781
13781,[N:4].[N:3].[N:1]-[c:2]>>[N:1].Br-[c:2].C-C(-C)(-C)-O-C(=O)-[N:3].C-O-c1:c:c:c(-C-[N:4]-C-c2:c:c:c(-O-C):c:c:2):c:c:1_10-1-2_0000_0000,3,13782
13782,[C:1]1-[C:2]-[O:3]-1>>Cl-[C:1]-[C:2]=[O:3]_0-10_000_000,3,13783
13783,[c:1]-[P:3]=[O:2]>>I-[c:1].[O:2]-[P:3]_000_0-10_000,3,13784
13784,[C:1]-[N:2]>>O-[C:1].[H]-[N:2]_00_00_00,3,13785
13785,[C:2]1-[C:3]-[N:4]-[C:5]-[C:6]=[C:1]-1>>[c:1]1:[c:2]:[c:3]:[n:4]:[c:5]:[c:6]:1_0-1-10-10_000100_000000,3,13786
13786,[O:1].[c:2]-[c:3]>>C-[O:1].I-[c:2].C-C-C-[CH2]-[Sn](-[c:3])(-[CH2]-C-C-C)-[CH2]-C-C-C_-100_000_000,3,13787
13787,[O:2].[C:3]-[C:4]-[S:1]>>[S:1].C-C-[O:2].[C:3]=[C:4]_1-1-10_0000_0000,3,13788
13788,[C:1]1-[C:2]-[C:3]-[C:4]-1>>Cl-[C:1]-[C:2].[C:3]=[C:4]_0100_0000_0000,3,13789
13789,[O:2].[S:1]-[c:3]>>[S:1].C-[O:2].F-[c:3]_1-10_000_000,3,13790
13790,[c:2]1:[n:3]:[c:4]:[o:5]:[n:1]:1>>O-[N:1].[C:2]#[N:3].C-C-O-[C:4]=[O:5]_20000_00000_00000,3,13791
13791,[O:2].[O:3].[O:4].[C:1]#[C:5]>>O=[C:1].C-C(=O)-[O:2].C-C(=O)-[O:3].C-C(=O)-[O:4].C-O-P(=O)(-O-C)-[C:5](=[N+]=[N-])-C(-C)=O_1-1-1-1-1_00000_00000,3,13792
13792,[c:1]-[S:2]>>Cl-[c:1].C-C-C-C-C(-C-C)-C-O-C(=O)-C-C-[S:2]_00_00_00,3,13793
13793,[I:1]-[C:2]>>[I:1].[C:2]_01_-10_00,3,13794
13794,[O:1]-[S:2]>>[O:1].Cl-O-[S:2]_10_00_00,3,13795
13795,[N:2].[n:4].[c:1]-[c:3]>>Br-[c:1].C-C(-C)(-C)-O-C(=O)-[N:2].C-C1(-C)-O-B(-[c:3])-O-C-1(-C)-C.O=S(=O)(-[n:4])-c1:c:c:c:c:c:1_0-10-1_0000_0000,3,13796
13796,[O:3].[c:1]-[C:2]>>[c:1].Cl-[C:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_10-1_000_000,3,13797
13797,[N:1]-[C:2]>>[N:1].C-O-C(=O)-C(=O)-O-[C:2]_10_00_00,3,13798
13798,[O:1]-[C:3]-[O:2]>>[O:1].[O:2].O-[C:3]-[O]-[Na]_110_000_000,3,13799
13799,[C:1]-[O:2]>>I-[C:1].[O:2]-C-c1:c:c:c:c:c:1_00_00_00,3,13800
13800,[C:1]1-[C:2]-[C:3]-[N:4]-[C:5]-1>>[C:1]=[C:2].[C:3]=[N:4]/[C:5]_001-10_00000_00000,3,13801
13801,[n:3].[O:1]-[C:2]>>[O:1].I-[C:2].C-[Si](-C)(-C)-C-C-O-C-[n:3]_10-1_000_000,3,13802
13802,[n:3].[N:1]-[c:2]>>[N:1].F-[c:2].C-c1:c:c:c(-S(=O)(=O)-[n:3]):c:c:1_10-1_000_000,3,13803
13803,[O:2].[O:1]-[C:3]>>[O:1].C-[O:2].C-C(-C)(-C)-O-[C:3]_1-10_000_000,3,13804
13804,[N:3].[N:4].[N:1]-[C:2]>>[N:1].Cl-[C:2].C-C(-C)(-C)-O-C(=O)-[N:3].C-C(-C)(-C)-O-C(=O)-[N:4]_10-1-1_0000_0000,3,13805
13805,[O:2].[Cl:1]-[c:3]:[n:4]>>Cl-C(-Cl)(-Cl)-[Cl:1].C-C(=O)-[O:2].O=[c:3]:[n:4]_0-101_0000_0000,3,13806
13806,[S:3]-[c:4](:[n:1]):[n:2]>>[N:1].[N:2].[S:3]=[C:4](-n1:c:c:n:c:1)-n1:c:c:n:c:1_21-10_0000_0000,3,13807
13807,[c:2]:[n:3]:[n:1]>>[N:1].[C:2].C-C(-C)(-C)-O-[N:3]=O_22-1_000_000,3,13808
13808,[O:3].[C:1]-[C:2]>>Br-[C:1].C-[Si](-C)(-C)-[C:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_00-1_000_000,3,13809
13809,[O:2].[c:1]-[C:3]-[O:4]>>Br-[c:1].C-[O:2].[C:3]=[O:4]_0-10-1_0000_0000,3,13810
13810,[O:4]-[c:7]1:[c:8]:[n:3]:[c:2]:[n:1]:[c:5]:1-[O:6]>>[N:1]-[C:2]=[N:3]-[O:4].C-O-[C:5](=[O:6])-[C:7]#[C:8]_20000-100_00000000_00000000,3,13811
13811,[O:3].[O:1]-[C:2]>>[O:1].Br-[C:2].C-C(-C)(-C)-[Si](-[O:3])(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_10-1_000_000,3,13812
13812,[c:2]1:[c:1]:[n:3]:[c:4]:[c:5]:1>>O=[C:1]-[C:2].O/[N:3]=[C:4]/[C:5]=O_02-100_00000_00000,3,13813
13813,[n:3].[n:1]-[C:2]>>[n:1].Br-[C:2].C-O-c1:c:c:c(-C-[n:3]):c(-O-C):c:1_10-1_000_000,3,13814
13814,[C:3]1-[C:1]-[O:2]-1>>[C:1]=[O:2].C-S(-C)(=O)=[C:3]_000_000_000,3,13815
13815,[O:1]-[C:2]>>[O:1].C-C(-C)-[C@H]1-C-C-[C@@H](-C)-C-[C@@H]-1-O-[C:2]_10_00_00,3,13816
13816,[O:2].[n:1]-[C:3]>>[n:1].C-C-[O:2].C-O-C(=O)-O-[C:3]_1-10_000_000,3,13817
13817,[N:4].[N:5].[N:2]-[C:3]-[c:1]>>[c:1].[N:2].O=[C:3].O=C(-[N:4])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1.O=C(-[N:5])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_110-1-1_00000_00000,3,13818
13818,[Cl:1]-[c:2]>>[Cl:1]-[Cu].O=[N+](-[O-])-[c:2]_00_00_00,3,13819
13819,[c:1]-[S:4]-[c:3]:[n:2]>>Br-[c:1].[n:2]:[c:3]=[S:4]_0100_0000_0000,3,13820
13820,[N:2].[N:1]-[C:3]-[N:4]>>[N:1].[N:2].[C:3]=[N:4]_110-1_0100_0000,3,13821
13821,[N:3].[N:1]-[C:2]>>[N:1].[C:2]-[O]-[Na].C-C(-C)(-C)-O-C(=O)-[N:3]_10-1_000_000,3,13822
13822,[O:2].[n:1]:[c:3]:[c:4]>>[N:1].C-[O:2].C-[Si](-C)(-C)-[C:3]#[C:4]_1-1-1-1_0000_0000,3,13823
13823,[O:1]-[C:2]>>[O:1].[C:2]-[O]-[Cs]_10_00_00,3,13824
13824,[O:1].[c:5]1:[n:4]:[c:3]:[c:2]:[o:6]:1>>C-[O:1].Cl-[C:2]-[C:3]=O.[N:4]-[C:5]=[O:6]_-110200_000000_000000,3,13825
13825,[n:3].[O:1]-[C:2]>>[O:1].I-[C:2].[n:3]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_10-1_000_000,3,13826
13826,[N:3].[C:1]-[N:2]>>[C:1]#[N:2].C-C(-C)(-C)-O-C(=O)-[N:3]_-2-2-1_000_000,3,13827
13827,[c:2]:[n:4]:[c:3]=[O:1]>>[O:1].O=[C:2].[C:3]#[N:4]_2000_0000_0000,3,13828
13828,[c:2]:[c:1]:[c:3]:[n:4]>>Br-[C:1](-[C:2])-[C:3]=[N:4]_0100_0000_0000,3,13829
13829,[c:4]1:[c:3]:[n:1]:[o:2]:[c:5]:1>>[N:1]-[O:2].C-N(-C)/[C:3]=[C:4]/[C:5]=O_21000_00000_00000,3,13830
13830,[C:1]-[C:2]>>[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_10_00_10,3,13831
13831,[n:1]:[c:2]:[c:3]>>C-C(-C)(-C)-[N:1].O=[C:2]-[C:3]_001_000_000,3,13832
13832,[c:3].[c:1]-[c:2]>>[c:1].I-[c:2].C-[Si](-C)(-C)-[c:3]_10-1_000_000,3,13833
13833,[O:3].[C:1]-[C:2]>>[C:1]#[C:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_-2-2-1_000_000,3,13834
13834,[c:4]1:[c:5]:[n:1]:[c:3]:[n:2]:1>>[N:1].[N:2].O=[C:3].O=[C:4]-[C:5]=O_34100_11000_00000,3,13835
13835,[O:1].[c:2]:[c:3]>>C-C-[O:1].[C:2]-[C:3]_-111_000_000,3,13836
13836,[N:3].[O:2].[O:1]-[C:4]>>[O:1].C-[O:2].C-C(-C)(-C)-O-C(=O)-[N:3].C-c1:c:c:c(-S(=O)(=O)-O-[C:4]):c:c:1_1-1-10_0000_0000,3,13837
13837,[C:2]-[C:3]-[c:1]>>[Li]-[c:1].[C:2]=[C:3]_0-10_000_000,3,13838
13838,[I:1]-[c:2]>>[I:1]-[Na].O-C(=O)-[c:2]_00_00_00,3,13839
13839,[N:2]-[c:3]:[n:4]:[c:1]>>[c:1]:[n:2]:[c:3]=[N:4]_0-101_0000_0000,3,13840
13840,[O:2].[n:1]-[c:3]>>[n:1].C-C-[O:2].O-B(-O)-[c:3]_1-10_000_000,3,13841
13841,[n:2].[n:1]:[c:4]:[c:5]:[c:6]:[n:3]>>[n:1].[n:2].[N:3].C-O-[C:4]-[C:5]-[C:6]=O_011010_000000_000000,3,13842
13842,[O:1]-[C:2]>>[O:1].[C:2]-S-c1:c:c:c:c:n:1_10_00_01,3,13843
13843,[N:3].[c:1]-[C:2]>>Br-[c:1].[Br]-[Zn]-[C:2].C-C(-C)(-C)-O-C(=O)-[N:3]_00-1_000_000,3,13844
13844,[C:1]-[C:2]>>Br-[C:1].[C:2]-[Cu]_00_00_00,3,13845
13845,[n:1]:[c:2]>>[N:1].C-O-[c:2]_10_00_00,3,13846
13846,[O:4].[O:2].[N:1]-[C:3]>>[N:1].C-[O:2].[C:3]-[O:4]_1-10-1_0000_0000,3,13847
13847,[C:2]-[O:4]-[C:3]=[N:1]>>[N:1].O-[C:2].C-O-[C:3]=[O:4]_2000_0000_0000,3,13848
13848,[c:1]1:[n:2]:[c:3]:[c:4]:[n:5]:1>>O=[C:1]-[N:2].C-C-O-[C:3](-O-C-C)-[C:4]-[N:5]_01012_00000_00000,3,13849
13849,[n:3].[O:1]-[C:2]>>[O:1].I-[C:2].C-C(-C)(-C)-O-C(=O)-[n:3]_10-1_000_000,3,13850
13850,[n:3].[N:4].[N:1]-[c:2]>>[N:1].Cl-[c:2].C-[Si](-C)(-C)-C-C-O-C-[n:3].C-C(-C)(-C)-O-C(=O)-[N:4]_10-1-1_0000_0000,3,13851
13851,[C:3].[O:1]-[C:2]>>[O:1].Br-[C:2].C-[Si](-C)(-C)-[C:3]_10-1_000_000,3,13852
13852,[O:3].[c:1]:[c:4]:[c:5]:[c:6]:[n:2]>>[c:1].[N:2].C-[O:3].O-[C:4]-[C:5](-O)-[C:6]-O_12-1101_000000_000000,3,13853
13853,[n:2].[n:1]-[C:3]-[N:4]>>[n:1].[n:2].[C:3]=[N:4]_010-1_0000_0000,3,13854
13854,[O:2]-[C:3]-[c:1]>>Cl-[c:1].C-C(=O)-[O:2]-[C:3]-[B-](-F)(-F)-F_0-10_000_000,3,13855
13855,[N:3].[N:1]-[C:2]>>[N:1].Cl-[C:2].C-c1:c:c:c(-S(=O)(=O)-[N:3]):c:c:1_10-1_000_000,3,13856
13856,[N:1]-[c:2]1:[n:4]:[c:5]:[c:6](-[N:7]):[s:3]:1>>[N:1]=[C:2]=[S:3].[N:4]-[C:5]-[C:6]#[N:7]_-100210-2_0000000_0000000,3,13857
13857,[O:1]-[C:2]>>[Na]-[O:1].N-N-[C:2]_00_00_00,3,13858
13858,[N:3].[O:1]-[C:2]>>[O:1].C-O-[C:2].F-C(-F)(-F)-C(=O)-[N:3]_10-1_000_000,3,13859
13859,[N:4].[c:1]-[C:2]=[C:3]>>[c:1].O=[C:2]-[C:3].C-C(-C)(-C)-O-C(=O)-[N:4]_101-1_0000_0000,3,13860
13860,[N:3].[N:1]-[c:2]>>[N:1].Br-[c:2].C-C(=O)-[N:3]_10-1_000_000,3,13861
13861,[O:3].[c:1]-[Br:2]>>[c:1].Br-[Br:2].C-C-[O:3]_10-1_000_000,3,13862
13862,[O:5].[N:1]-[C:3]-[C:4]-[O:2]>>[N:1].C-C-[O:2].C-C-C-C(=O)-O-[C:3]-[C:4]-[O:5]_1000-1_00000_00010,3,13863
13863,[O:3].[c:1]-[C:2]>>I-[c:1].[C:2]-[O:3]_00-1_000_000,3,13864
13864,[S:1]-[C:2]>>[S:1].O=S(=O)(-O-[C:2])-c1:c:c:c:c:c:1_10_00_00,3,13865
