,Template,edit_site,change_H,change_C,change_S,Frequency
6869,[C:1]=[C:2]>>O=C-[C:1]-[C:2]_01_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",9
6870,[O:1]>>C-C-C-C-C-[O:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},3
6871,[N:1].[N:2]>>[N:1]=C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.[N:2]=C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_-2-2_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -2, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",4
6872,[O:4].[c:2]:[n:1]:[c:3]>>[N:1].[c:2]:o:[c:3].[O:4]-C-c1:c:c:c:c:c:1_200-1_0000_0000,"{'A': [4], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{4: -1, 2: 0, 1: 2, 3: 0}","{4: 0, 2: 0, 1: 0, 3: 0}","{4: 0, 2: 0, 1: 0, 3: 0}",4
6873,[n:1]-[C:2]>>[n:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_10_00_02,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 2, 1: 0}",1
6874,[C:1]-[N:2]>>[C:1].C-[Si](-C)(-C)-[N:2](-[Li])-[Si](-C)(-C)-C_1-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -2, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",5
6875,[c:1]-[S:2]>>Br-[c:1].[K]-[S:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",19
6876,[c:5]1:[c:4]:[n:3]:[c:2]:[n:1]:[c:6]:1>>[N:1]-[C:2]=[N:3].C-N(-C)/[C:4]=[C:5]/[C:6]=O_201000_000000_000000,"{'A': [], 'B': [(1, 6), (3, 4)], 'C': [], 'R': []}","{6: 0, 5: 0, 4: 0, 3: 1, 2: 0, 1: 2}","{6: 0, 5: 0, 4: 0, 3: 0, 2: 0, 1: 0}","{6: 0, 5: 0, 4: 0, 3: 0, 2: 0, 1: 0}",7
6877,[N:1]-[S:2]>>[N:1].[S:2]-S-c1:n:c2:c:c:c:c:c:2:s:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",7
6878,[c:1]:[c:2]:[n:3]:[c:4]>>[C:1]-[C:2]-[N:3]-[C:4]_1111_0000_0000,"{'A': [], 'B': [], 'C': [(4, 3), (3, 4), (3, 2), (2, 3), (2, 1), (1, 2)], 'R': []}","{4: 1, 3: 1, 2: 1, 1: 1}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}",37
6879,[O:1].[N:2]>>C-[O:1].C-C(-C)(-C)-[S@@](=O)-[N:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",10
6880,[O:1]-[C:2](-[c:5])-[C:3]=[O:4]>>[O:1]=[C:2]-[C:3](-[O:4])-[c:5]_-10010_00000_00200,"{'A': [3], 'B': [(2, 5)], 'C': [], 'R': []}","{3: 0, 4: 1, 2: 0, 1: -1, 5: 0}","{3: 0, 4: 0, 2: 0, 1: 0, 5: 0}","{3: 2, 4: 0, 2: 0, 1: 0, 5: 0}",9
6881,[O:1]>>C-c1:o:c(-c2:c:c:c:c:c:2):n:c:1-C-O-c1:c:c:c(-C-[O:1]):c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
6882,[c:1]-[C:2]=[C:3]>>Br-[c:1].C-c1:c:c:c(-S(=O)(=O)-N/N=[C:2]\[C:3]):c:c:1_001_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: 1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",11
6883,[c:1]-[Br:2]>>C-O-C(=O)-[c:1].O=C1-C-C-C(=O)-N-1-[Br:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
6884,[C:1]-[C:2]-[C:3]>>[C:1].[C:2]=[C:3]_10-1_000_100,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 1, 2: 0, 3: 0}",4
6885,[O:2].[C:1]-[C:3]-[C:4]>>[C:1].C-C-[O:2].[C:3]=[C:4]_1-10-1_0000_0000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -1, 4: -1, 3: 0, 1: 1}","{2: 0, 4: 0, 3: 0, 1: 0}","{2: 0, 4: 0, 3: 0, 1: 0}",5
6886,[N:1]>>[N:1]-C1-C-C-C-C-1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},6
6887,[c:3]1:[n:2]:[c:1]:[n:5]:[n:4]:1>>O-[C:1]=O.[N:2]\[C:3]=[N:4]/[N:5]_01002_00000_00000,"{'A': [], 'B': [(1, 2), (1, 5)], 'C': [(3, 4), (4, 3)], 'R': []}","{2: 1, 3: 0, 4: 0, 5: 2, 1: 0}","{2: 0, 3: 0, 4: 0, 5: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 5: 0, 1: 0}",5
6888,[O:3].[C:1]-[C:2]>>Br-[C:1].C-[Si](-C)(-C)-[C:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_00-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",3
6889,[C:4]-[S:3]-[C:2]=[O:1]>>[K]-[O:1]-[C:2]=[S:3].C-c1:c:c:c(-S(=O)(=O)-O-[C:4]):c:c:1_0000_0000_0001,"{'A': [1], 'B': [(3, 4)], 'C': [], 'R': []}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 1, 3: 0, 2: 0, 1: 0}",4
6890,[O:2].[c:1]-[C:3]-[O:4]>>Br-[c:1].C-[O:2].[C:3]=[O:4]_0-10-1_0000_0000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -1, 1: 0, 3: 0, 4: -1}","{2: 0, 1: 0, 3: 0, 4: 0}","{2: 0, 1: 0, 3: 0, 4: 0}",3
6891,[O:1]-[C:2]>>C-[O:1].Cl-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",25
6892,[c:1]1:[c:2]:[c:3]:[n:4]:[o:5]:1>>[C:1]#[C:2].Cl\[C:3]=[N:4]\[O:5]_00001_00000_00000,"{'A': [], 'B': [(2, 3), (1, 5)], 'C': [], 'R': []}","{3: 0, 4: 0, 5: 1, 1: 0, 2: 0}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}","{3: 0, 4: 0, 5: 0, 1: 0, 2: 0}",5
6893,[c:1]-[S:4]-[C:3]=[N:2]>>Cl-[c:1].[N:2]-[C:3]=[S:4]_0100_0000_0000,"{'A': [], 'B': [(1, 4)], 'C': [(3, 2), (2, 3)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",6
6894,[O:1].[c:2]>>C-[O:1].C-O-C(=O)-[c:2]_-1-1_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: -1, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",21
6895,[C:1]=[C:2]>>[C:1]-[C:2]=[C:3]_10-1_000_000,"{'A': [], 'B': [], 'C': [(1, 2), (2, 1), (2, 3), (3, 2)], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",33
6896,[O:4]-[c:7]1:[c:8]:[n:3]:[c:2]:[n:1]:[c:5]:1-[O:6]>>[N:1]-[C:2]=[N:3]-[O:4].C-O-[C:5](=[O:6])-[C:7]#[C:8]_20000-100_00000000_00000000,"{'A': [], 'B': [(3, 8), (4, 7), (1, 5)], 'C': [], 'R': []}","{8: 0, 7: 0, 4: 0, 5: 0, 6: -1, 1: 2, 2: 0, 3: 0}","{8: 0, 7: 0, 4: 0, 5: 0, 6: 0, 1: 0, 2: 0, 3: 0}","{8: 0, 7: 0, 4: 0, 5: 0, 6: 0, 1: 0, 2: 0, 3: 0}",3
6897,[N:2].[O:1]>>C-O-C-[O:1].C-O-c1:c:c:c(-C-[N:2]):c(-O-C):c:1_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
6898,[C:1]=[C:2]>>Br-[C:1]-[C:2]-Br_00_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",7
6899,[n:3].[c:1]-[c:2]>>I-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C.C-c1:c:c:c(-S(=O)(=O)-[n:3]):c:c:1_00-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",8
6900,[N:3].[O:1]-[c:2]>>[O:1].F-[c:2].C-O-c1:c:c:c(-C-[N:3]):c(-O-C):c:1_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 2: 0, 1: 1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",13
6901,[O:3].[c:1]1:[n:6]:[c:5]:[n:4]:[o:2]:1>>O-[C:1]=[O:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3].O/[N:4]=[C:5]\[N:6]_00-1002_000000_000000,"{'A': [3], 'B': [(2, 4), (1, 6)], 'C': [], 'R': []}","{5: 0, 4: 0, 2: 0, 1: 0, 3: -1, 6: 2}","{5: 0, 4: 0, 2: 0, 1: 0, 3: 0, 6: 0}","{5: 0, 4: 0, 2: 0, 1: 0, 3: 0, 6: 0}",2
6902,[C:2]-[N:5]-[C:4](=[S:3])-[N:1]>>[N:1].O-[C:2].[S:3]-[C:4]#[N:5]_1000-1_00-100_00000,"{'A': [], 'B': [(1, 4), (2, 5)], 'C': [], 'R': []}","{1: 1, 2: 0, 5: -1, 4: 0, 3: 0}","{1: 0, 2: 0, 5: 0, 4: 0, 3: -1}","{1: 0, 2: 0, 5: 0, 4: 0, 3: 0}",14
6903,[n:3].[C:1]=[C:2]>>[C:1].O=[C:2].C-C(-C)(-C)-O-C(=O)-[n:3]_20-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 1: 2, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",6
6904,[N:1]>>Cl-c1:c:c:c(-C-N-C(=O)-[N:1]):c(-Cl):c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},3
6905,[c:1]-[N:2]>>C-S-[c:1].C-C(-C)(-C)-O-C(=O)-[N:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",4
6906,[O:1]-[C:2]>>[O:1].C-C(-C)-O-C(=O)-N(-[C:2])-[C@H](-C)-c1:c:c:c:c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
6907,[O:3].[N:1]-[C:2]>>[N:1].[C:2]-[O-].C-C(=O)-[O:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 1: 1, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
6908,[N:2].[O:1]>>C-C-[O:1].F-C(-F)(-F)-C(=O)-[N:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",10
6909,[O:3].[c:1]:[c:2]>>[C:1]-[C:2].C-C(-C)(-C)-[O:3]_11-1_000_000,"{'A': [3], 'B': [], 'C': [(1, 2), (2, 1)], 'R': []}","{1: 1, 2: 1, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
6910,[N:1]>>O=C(-[N:1])-C-C-C-C-C-N1-C(=O)-C=C-C-1=O_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},4
6911,[O:2].[C:1]=[C:3]>>O=[C:1].C-C(=O)-[O:2].[C:3]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_0-11_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 1, 2: -1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",5
6912,[N:4].[O:3].[N:1]-[c:2]>>[N:1].Cl-[c:2].[O:3]-C-c1:c:c:c:c:c:1.O=C(-[N:4])-O-C-c1:c:c:c:c:c:1_10-1-1_0000_0000,"{'A': [4, 3], 'B': [(1, 2)], 'C': [], 'R': []}","{4: -1, 2: 0, 1: 1, 3: -1}","{4: 0, 2: 0, 1: 0, 3: 0}","{4: 0, 2: 0, 1: 0, 3: 0}",1
6913,[c:4]1:[n:3]:[c:2]:[n:1]:[o:5]:1>>O-[N:1]-[C:2]=[N:3].F-C(-F)(-F)-C(=O)-O-[C:4]=[O:5]_10100_00000_00000,"{'A': [], 'B': [(3, 4), (1, 5)], 'C': [], 'R': []}","{2: 0, 3: 1, 4: 0, 5: 0, 1: 1}","{2: 0, 3: 0, 4: 0, 5: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 5: 0, 1: 0}",17
6914,[O:1].[O:2].[O:3].[O:4].[O:5].[O:6]>>C-C(-C)(-C)-[O:1].C-C(-C)(-C)-[O:2].C-C(-C)(-C)-[O:3].C-C(-C)(-C)-[O:4].C-C(-C)(-C)-[O:5].C-C(-C)(-C)-[O:6]_-1-1-1-1-1-1_000000_000000,"{'A': [1, 6, 5, 4, 3, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 6: -1, 5: -1, 4: -1, 3: -1, 2: -1}","{1: 0, 6: 0, 5: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 6: 0, 5: 0, 4: 0, 3: 0, 2: 0}",19
6915,[N:3].[O:1].[O:2]>>C-C(-C)(-C)-[O:1].C-C(-C)(-C)-[O:2].C-C(-C)(-C)-O-C(=O)-[N:3]_-1-1-1_000_000,"{'A': [3, 1, 2], 'B': [], 'C': [], 'R': []}","{3: -1, 1: -1, 2: -1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",9
6916,[c:2]:[s:3]:[n:1]>>[N:1].[C:2]=[S:3]_200_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 2}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",13
6917,[O:2]-[C:3].[O:1]-[C:4]>>[O:1].[O:2].O-[C:3].O-[C:4]_1100_0000_0010,"{'A': [], 'B': [(1, 4), (2, 3)], 'C': [], 'R': []}","{1: 1, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 1, 2: 0}",1
6918,[O:5].[O:3].[O:4].[N:1]-[C:2]>>[N:1].O-[C:2].C-C(-C)(-C)-[O:3].C-C(-C)(-C)-[O:4].C-C(-C)(-C)-[O:5]_10-1-1-1_00000_00000,"{'A': [5, 3, 4], 'B': [(1, 2)], 'C': [], 'R': []}","{5: -1, 2: 0, 1: 1, 3: -1, 4: -1}","{5: 0, 2: 0, 1: 0, 3: 0, 4: 0}","{5: 0, 2: 0, 1: 0, 3: 0, 4: 0}",1
6919,[O:2].[n:1]-[C:3]>>[n:1].C-[O:2].C-S(=O)(=O)-O-[C:3]_1-10_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 1: 1, 2: -1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
6920,[O:2].[O:1]>>[O:1]-C1-C-C-C-C-O-1.[O:2]-C1-C-C-C-O-C-1_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6921,[O:3].[O:1]-[C:2]>>[O:1].Br-[C:2].C-C(-C)(-C)-[Si](-[O:3])(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",3
6922,[c:5]1:[c:4]:[c:3]:[n:1]:[n:2]:1>>[N:1]-[N:2].O\[C:3]=[C:4]/[C:5]=O_12000_00000_00000,"{'A': [], 'B': [(2, 5), (1, 3)], 'C': [], 'R': []}","{5: 0, 4: 0, 3: 0, 1: 1, 2: 2}","{5: 0, 4: 0, 3: 0, 1: 0, 2: 0}","{5: 0, 4: 0, 3: 0, 1: 0, 2: 0}",4
6923,[N:2].[O:1]>>C-C-[O:1].O=C-[N:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",9
6924,[C:1]-[N:2]>>I-[C:1].[N:2]-C-c1:c:c:c:c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6925,[c:1]:[n:2]:[c:3]:[c:4]>>O=[C:1].[N:2]-[C:3]=[C:4]_0200_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(4, 3), (3, 4)], 'R': []}","{1: 0, 4: 0, 3: 0, 2: 2}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",4
6926,[O:1].[O:3].[O:2]>>C-C(-C)(-[O:1])-[O:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_-1-1-1_000_000,"{'A': [1, 3, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 3: -1, 2: -1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",7
6927,[C:1]-[N:2]>>[C:1]=[N:2]\O-C-c1:c:c:c:c:c:1_-1-2_00_00,"{'A': [2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",3
6928,[N:7]-[c:6](:[c:5]:[c:4]:[c:1]):[n:2]:[n:3]>>[C:1].[n:2]:[n:3].[C:4]=[C:5]-[C:6]#[N:7]_201100-2_0000000_0000000,"{'A': [], 'B': [(1, 4), (2, 6)], 'C': [], 'R': []}","{4: 1, 5: 0, 6: 0, 7: -2, 2: 0, 3: 1, 1: 2}","{4: 0, 5: 0, 6: 0, 7: 0, 2: 0, 3: 0, 1: 0}","{4: 0, 5: 0, 6: 0, 7: 0, 2: 0, 3: 0, 1: 0}",2
6929,[O:2].[O:1]>>C-C-[O:1].C-C(=O)-[O:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",36
6930,[n:1]:[n:2]:[c:3]=[O:4]>>[N:1].O=[N:2]-[O]-[Na].O=[C:3]-[O:4]_1-101_0000_0000,"{'A': [], 'B': [(2, 3), (1, 2)], 'C': [], 'R': []}","{3: 0, 4: 1, 2: -1, 1: 1}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",6
6931,[c:2]1:[c:1]:[n:3]:[c:4]:[c:5]:1>>O=[C:1]-[C:2].O/[N:3]=[C:4]/[C:5]=O_02-100_00000_00000,"{'A': [], 'B': [(1, 3), (2, 5)], 'C': [], 'R': []}","{1: 0, 2: 2, 5: 0, 4: 0, 3: -1}","{1: 0, 2: 0, 5: 0, 4: 0, 3: 0}","{1: 0, 2: 0, 5: 0, 4: 0, 3: 0}",3
6932,[C:2].[N:1]>>C-C(-C)(-C)-O-C(=O)-[N:1].C-C(-C)-[Si](-[C:2])(-C(-C)-C)-C(-C)-C_-1-1_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: -1, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",8
6933,[O:1]-[C:2]=[N:3]>>[O:1].O=[C:2]-[N:3]_101_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: 1, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",5
6934,[N:3].[C:1]-[N:2]>>Cl-[C:1].C-C(-C)(-C)-O-C(=O)-[N:2].C-C(-C)(-C)-O-C(=O)-[N:3]_00-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",4
6935,[C:1]-[c:2]>>[C:1]-[K].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",10
6936,[N:1].[n:2]>>F-C(-F)(-F)-C(=O)-[N:1].C-N1-C-C-N(-c2:c:c:c(-C(=O)-[n:2]):c(-N(-C3-C-C-O-C-C-3)-C(=O)-C(-F)(-F)-F):c:2)-C-C-1_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6937,[N:1]>>F-c1:c:c:c(-F):c(-[C@@H]2-C-N-C-[C@H]-2-[N:1]):c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},2
6938,[n:2]:[c:1]:[s:3]>>O=[C:1]-[N:2].C-C-C-C-C(-C-C)-C-O-C(=O)-C-C-[S:3]_010_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 2: 1, 1: 0}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",2
6939,[Br:1]-[C:4]/[C:3]=[C:2]>>Br-S(=O)-[Br:1].O-[C:2]-[C:3]=[C:4]_0000_0000_0000,"{'A': [2], 'B': [(1, 4)], 'C': [], 'R': []}","{2: 0, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}","{2: 0, 3: 0, 4: 0, 1: 0}",2
6940,[N:4].[O:1].[C:2]=[C:3]>>C-C-[O:1].Cl-[C:2]-[C:3].C-C(=O)-[N:4]_-101-1_0000_0000,"{'A': [1, 2, 4], 'B': [], 'C': [], 'R': []}","{1: -1, 3: 1, 2: 0, 4: -1}","{1: 0, 3: 0, 2: 0, 4: 0}","{1: 0, 3: 0, 2: 0, 4: 0}",4
6941,[Cl:1]-[c:2].[Cl:3]-[c:4]:[c:5]-[Cl:6]>>[O:1]-[c:2].[O:3]-[c:4]:[c:5]-[O:6]_101001_000000_000000,"{'A': [], 'B': [], 'C': [(4, 3), (3, 4), (5, 6), (6, 5), (2, 1), (1, 2)], 'R': []}","{4: 0, 3: 1, 5: 0, 6: 1, 2: 0, 1: 1}","{4: 0, 3: 0, 5: 0, 6: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 5: 0, 6: 0, 2: 0, 1: 0}",1
6942,[N:3].[O:2].[c:1]>>Cl-[c:1].C-O-C-[O:2].C-C(-C)(-C)-O-C(=O)-[N:3]_-1-1-1_000_000,"{'A': [3, 1, 2], 'B': [], 'C': [], 'R': []}","{3: -1, 1: -1, 2: -1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
6943,[O:3].[C:1]=[C:2]>>Cl-[C:1]-[C:2]-[O:3]_00-1_000_010,"{'A': [2, 1, 3], 'B': [], 'C': [], 'R': []}","{2: 0, 1: 0, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 1, 1: 0, 3: 0}",7
6944,[c:1]-[N:2]>>[c:1].C-C-C-C-C-O-[N:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
6945,[O:3].[O:1]-[c:2]>>[O:1].I-[c:2].C-C-[O:3]_10-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 2: 0, 1: 1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",5
6946,[n:3].[c:1]-[C:2]>>Br-[c:1].N#[C]-[Zn]-[C:2].[n:3]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_00-1_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
6947,[P:1]-[O:4]-[c:3]:[n:2]>>Cl-[P:1].[n:2]:[c:3]=[O:4]_0100_0000_0000,"{'A': [], 'B': [(1, 4)], 'C': [], 'R': [2, 2]}","{1: 0, 4: 0, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",5
6948,[N:1]=[N:2]-[O:3]>>O=[N:1]-[O-].[O-]-[N:2]=[O:3]_000_101_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 1, 1: 1}","{2: 0, 3: 0, 1: 0}",1
6949,[O:4]-[C:1]-[C:2]=[C:3]>>[C:1]=[C:2]-[C:3]-S(=[O:4])-c1:c:c:c:c:c:1_000-1_0000_0000,"{'A': [3], 'B': [(1, 4)], 'C': [], 'R': []}","{1: 0, 4: -1, 2: 0, 3: 0}","{1: 0, 4: 0, 2: 0, 3: 0}","{1: 0, 4: 0, 2: 0, 3: 0}",5
6950,[O:4].[O:2].[N:1]-[C:3]>>[N:1].C-[O:2].O-[C:3].C-C(-C)(-C)-C(=O)-[O:4]_1-10-1_0000_0000,"{'A': [2, 4], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 1: 1, 2: -1, 4: -1}","{3: 0, 1: 0, 2: 0, 4: 0}","{3: 0, 1: 0, 2: 0, 4: 0}",1
